1.509525265754508041e+02,6.457124209842731943e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.677779476713592715e+02,6.457124209842731943e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.846033687672677388e+02,6.457124209842731943e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.014287898631762062e+02,6.457124209842731943e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.182542109590846735e+02,6.457124209842731943e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.350796320549931409e+02,6.457124209842731943e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.519050531509016082e+02,6.457124209842731943e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.257143949315881031e+02,7.914248419685463887e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.425398160274965562e+02,7.914248419685463887e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.593652371234050236e+02,7.914248419685463887e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.761906582193134909e+02,7.914248419685463887e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.930160793152219583e+02,7.914248419685463887e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.098415004111304256e+02,7.914248419685463887e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.266669215070388930e+02,7.914248419685463887e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.434923426029473603e+02,7.914248419685463887e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.603177636988558561e+02,7.914248419685463887e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.771431847947642950e+02,7.914248419685463887e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.004762632877254021e+02,9.371372629528195830e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.173016843836338694e+02,9.371372629528195830e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.341271054795423368e+02,9.371372629528195830e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.509525265754508041e+02,9.371372629528195830e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.677779476713592715e+02,9.371372629528195830e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.350796320549931409e+02,9.371372629528195830e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.519050531509016082e+02,9.371372629528195830e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.687304742468101040e+02,9.371372629528195830e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.855558953427185429e+02,9.371372629528195830e+01,0.000000000000000000e+00,1.000000000000000000e+00
3.023813164386269818e+02,9.371372629528195830e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.206355273977116838e+01,1.082849683937092777e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.088889738356796357e+02,1.082849683937092777e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.257143949315881031e+02,1.082849683937092777e+02,0.000000000000000000e+00,1.000000000000000000e+00
2.771431847947642950e+02,1.082849683937092777e+02,0.000000000000000000e+00,1.000000000000000000e+00
2.939686058906727908e+02,1.082849683937092777e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.107940269865812297e+02,1.082849683937092777e+02,0.000000000000000000e+00,1.000000000000000000e+00
8.365084219181693470e+01,1.228562104921365972e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.004762632877254021e+02,1.228562104921365972e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.173016843836338694e+02,1.228562104921365972e+02,0.000000000000000000e+00,1.000000000000000000e+00
2.855558953427185429e+02,1.228562104921365972e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.023813164386269818e+02,1.228562104921365972e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.192067375345354776e+02,1.228562104921365972e+02,0.000000000000000000e+00,1.000000000000000000e+00
7.523813164386270103e+01,1.374274525905639166e+02,0.000000000000000000e+00,1.000000000000000000e+00
9.206355273977116838e+01,1.374274525905639166e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.088889738356796357e+02,1.374274525905639166e+02,0.000000000000000000e+00,1.000000000000000000e+00
2.939686058906727908e+02,1.374274525905639166e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.107940269865812297e+02,1.374274525905639166e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.276194480824897255e+02,1.374274525905639166e+02,0.000000000000000000e+00,1.000000000000000000e+00
6.682542109590846735e+01,1.519986946889912360e+02,0.000000000000000000e+00,1.000000000000000000e+00
8.365084219181693470e+01,1.519986946889912360e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.004762632877254021e+02,1.519986946889912360e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.023813164386269818e+02,1.519986946889912360e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.192067375345354776e+02,1.519986946889912360e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.360321586304439734e+02,1.519986946889912360e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.841271054795421946e+01,1.665699367874185555e+02,0.000000000000000000e+00,1.000000000000000000e+00
7.523813164386270103e+01,1.665699367874185555e+02,0.000000000000000000e+00,1.000000000000000000e+00
9.206355273977116838e+01,1.665699367874185555e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.107940269865812297e+02,1.665699367874185555e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.276194480824897255e+02,1.665699367874185555e+02,0.000000000000000000e+00,1.000000000000000000e+00
